Type,Label,Prediction,CER,Accuracy
All_Characters,9 0 6 2 B Y,9 3 3 2 S S,0.36363636363636365,0.0
All_Characters,9 2 2 1 2 W,4 3 9 2 S,0.5454545454545454,0.0
All_Characters,4 2 6 4 0 A,3 2 2 4 5 L A,0.45454545454545453,0.0
All_Characters,1 6 3 1 6 A,4 2 8 5 D,0.6363636363636364,0.0
All_Characters,1 6 9 0 9 B B,1 6 5 0 9 B B,0.07692307692307693,0.0
All_Characters,6 1 9 8 7 Y,5 5 3 8 S S,0.45454545454545453,0.0
All_Characters,2 6 6 0 6 D,2 6 6 0 6 D D,0.18181818181818182,0.0
All_Characters,5 7 6 9 Y,5 7 6 9 T Y,0.2222222222222222,0.0
All_Characters,9 2 8 5 T B,5 9 1 3 5 D S,0.5454545454545454,0.0
All_Characters,3 3 7 5 6 R,5 5 7 5 6 R R,0.36363636363636365,0.0
All_Characters,4 5 8 0 H H,4 3 8 H H,0.2727272727272727,0.0
All_Characters,2 8 5 0 A B,1 2 8 5 0 A S,0.2727272727272727,0.0
All_Characters,2 6 9 7 9 A A,2 6 9 7 9 M A,0.07692307692307693,0.0
All_Characters,8 5 1 7 9 D,9 3 5 2 9,0.5454545454545454,0.0
All_Characters,8 0 2 0 B D,8 8 0 2 0 B D,0.18181818181818182,0.0
All_Characters,9 6 6 4 T A,1 9 7 5 3 L,0.5454545454545454,0.0
All_Characters,8 1 4 3 0 B B,8 8 1 4 3 B,0.46153846153846156,0.0
All_Characters,7 2 8 0 9 D,7 2 2 8 5 B S,0.45454545454545453,0.0
All_Characters,5 3 4 2 2 D,5 3 3 4 2 L D,0.2727272727272727,0.0
All_Characters,3 0 5 7 9 H,3 0 0 5 7 R H,0.2727272727272727,0.0
All_Characters,2 0 3 7 3 W,2 1 3 5 3 S S,0.45454545454545453,0.0
All_Characters,6 5 2 8 7 B,6 6 5 2 B,0.45454545454545453,0.0
All_Characters,7 8 9 0 B,7 7 8 9 D S,0.4444444444444444,0.0
All_Characters,1 3 6 8 B,1 1 3 5 B,0.3333333333333333,0.0
All_Characters,9 1 0 5 2 D,2 2 5 2 S S,0.5454545454545454,0.0
All_Characters,8 4 9 6 4 A,8 4 3 4 A,0.2727272727272727,0.0
All_Characters,5 6 1 9 5 H,5 5 1 9 S,0.36363636363636365,0.0
All_Characters,4 2 6 4 8 B,4 2 6 4 8 B B,0.18181818181818182,0.0
All_Characters,6 3 7 0 6 M,6 6 3 5 3 D S,0.5454545454545454,0.0
All_Characters,1 4 2 4 7 H,5 4 2 4 H,0.2727272727272727,0.0
All_Characters,2 5 0 2 R W,2 2 5 0 R M,0.36363636363636365,0.0
All_Characters,6 2 1 2 3 B,6 2 3 2 S D,0.2727272727272727,0.0
All_Characters,9 9 8 0 5 B B,9 9 9 8 5 D B,0.23076923076923078,0.0
All_Characters,7 5 7 5 9 S,3 5 7 5 9 S S,0.2727272727272727,0.0
All_Characters,6 6 8 6 2 B B,6 6 5 5 5 L B,0.3076923076923077,0.0
All_Characters,4 5 2 5 D R,4 5 2 2 5 D,0.2727272727272727,0.0
All_Characters,6 0 4 7 3 W,6 5 4 7 3 S,0.18181818181818182,0.0
All_Characters,7 4 1 3 5 Y,7 7 4 0 5 R R,0.5454545454545454,0.0
All_Characters,2 8 5 0 A B,2 8 5 0 A A,0.09090909090909091,0.0
All_Characters,7 5 2 7 4 W,7 5 5 2 H W,0.2727272727272727,0.0
All_Characters,9 3 2 8 H,9 3 2 8 H H,0.2222222222222222,0.0
All_Characters,8 1 4 3 0 B B,3 3 5 5 S S,0.6153846153846154,0.0
All_Characters,2 2 0 5 T,4 S S S,0.6666666666666666,0.0
All_Characters,6 0 5 9 1 Y,5 0 5 9 1 Y,0.09090909090909091,0.0
All_Characters,2 8 1 5 2 Y,2 8 3 1 2 H Y,0.36363636363636365,0.0
All_Characters,4 3 6 9 4 D,5 9 3 6 9 D,0.45454545454545453,0.0
All_Characters,8 8 0 7 9 S,8 8 3 3 7 9 9 S,0.45454545454545453,0.0
All_Characters,7 7 5 7 2 D,7 7 7 5 2 D,0.18181818181818182,0.0
All_Characters,6 3 8 7 9 H,5 6 3 5 3 H,0.45454545454545453,0.0
All_Characters,5 0 2 3 4 R,5 0 2 3 4 R R,0.18181818181818182,0.0
All_Characters,2 2 6 1 6 W,2 2 2 6 6 B,0.2727272727272727,0.0
All_Characters,7 3 0 9 2 Y,7 5 5 0 9 D Y,0.36363636363636365,0.0
All_Characters,6 4 2 0 5 M,6 5 2 3 D,0.45454545454545453,0.0
All_Characters,8 2 3 9 T,4 9 9 5 9 M,0.6666666666666666,0.0
All_Characters,7 7 8 3 0 W,7 7 8 3 0 M M,0.2727272727272727,0.0
All_Characters,1 6 0 5 9 W,3 6 0 5 9,0.2727272727272727,0.0
All_Characters,5 6 3 9 3 W,5 6 3 7 5 W,0.18181818181818182,0.0
All_Characters,5 9 8 2 B H,5 9 8 2 B H,0.0,1.0
All_Characters,6 3 7 0 6 M,6 5 5 0 6 H Y,0.45454545454545453,0.0
All_Characters,9 7 8 0 0 B,9 7 8 0 D B,0.09090909090909091,0.0
All_Characters,7 9 1 B D,7 9 9 B B,0.2222222222222222,0.0
All_Characters,6 3 8 4 2 D,6 3 8 8 2 L D,0.2727272727272727,0.0
All_Characters,6 1 4 5 6 M,6 1 4 5 6 M,0.0,1.0
All_Characters,6 6 0 2 5 B,6 6 5 0 2,0.45454545454545453,0.0
All_Characters,7 8 0 6 8 H,7 8 0 5 8 H,0.09090909090909091,0.0
All_Characters,9 3 9 8 0 B B,3 3 3 0 S S,0.46153846153846156,0.0
All_Characters,4 9 0 5 B Y,5 3 3 5 S S,0.45454545454545453,0.0
All_Characters,5 6 3 0 8 A A,4 5 5 5 S D,0.6153846153846154,0.0
All_Characters,9 9 5 3 3 R,9 9 9 5 5 S,0.36363636363636365,0.0
All_Characters,2 1 8 6 9 M,2 2 8 6 9 9 9,0.36363636363636365,0.0
All_Characters,3 8 8 9 7 M,5 8 8 9 M M,0.18181818181818182,0.0
All_Characters,7 2 1 4 5 B,7 2 2 0 5 B B,0.36363636363636365,0.0
All_Characters,8 7 9 1 A A,2 2 2 2 L S,0.5454545454545454,0.0
All_Characters,2 8 2 1 8 H,2 8 2 3 8 H,0.09090909090909091,0.0
