Type,Label,Prediction,CER,Accuracy
All_Characters,26452D,7644KY,0.6666666666666666,0.0
All_Characters,33756R,3355YK,0.5,0.0
All_Characters,35615R,2553Y,0.8333333333333334,0.0
All_Characters,9625MM,142YW,0.8333333333333334,0.0
All_Characters,5982BH,888BY,0.6666666666666666,0.0
All_Characters,62013W,671SW,0.5,0.0
All_Characters,77370R,77757LK,0.6666666666666666,0.0
All_Characters,9434B,9434DY,0.4,0.0
All_Characters,36552W,5657DY,0.6666666666666666,0.0
All_Characters,5242HA,248MY,0.6666666666666666,0.0
All_Characters,58972BB,555L,0.8571428571428571,0.0
All_Characters,13105R,1633DL,0.8333333333333334,0.0
All_Characters,86900M,8680WA,0.5,0.0
All_Characters,6901RS,670RY,0.5,0.0
All_Characters,93855AA,7755YA,0.5714285714285714,0.0
All_Characters,33965BB,376YY,0.7142857142857143,0.0
All_Characters,64375H,6445YH,0.5,0.0
All_Characters,98265H,1565YY,0.8333333333333334,0.0
All_Characters,54393A,3459A,0.5,0.0
All_Characters,50318BB,9553YM,0.8571428571428571,0.0
All_Characters,8073DR,803HS,0.5,0.0
All_Characters,48921W,4272LY,0.6666666666666666,0.0
All_Characters,54463D,5446DY,0.3333333333333333,0.0
All_Characters,16497H,564YS,0.6666666666666666,0.0
All_Characters,55597BB,558TT,0.7142857142857143,0.0
All_Characters,32911H,511TY,0.8333333333333334,0.0
All_Characters,3524AY,552Y,0.5,0.0
All_Characters,78827D,18WS,0.8333333333333334,0.0
All_Characters,88439BB,8043YS,0.5714285714285714,0.0
All_Characters,35218D,3528B,0.3333333333333333,0.0
All_Characters,6684AS,256WS,0.8333333333333334,0.0
All_Characters,13747D,4547T,0.6666666666666666,0.0
All_Characters,18741A,7774YY,0.6666666666666666,0.0
All_Characters,55306D,2550DB,0.6666666666666666,0.0
All_Characters,65217R,3HS,1.0,0.0
All_Characters,70291AA,4709TA,0.5714285714285714,0.0
All_Characters,23011BB,2703DW,0.7142857142857143,0.0
All_Characters,17682BB,2268TM,0.7142857142857143,0.0
All_Characters,52755A,52755A,0.0,1.0
All_Characters,56670H,8566DR,0.6666666666666666,0.0
All_Characters,62353AA,6355K,0.5714285714285714,0.0
All_Characters,6684AS,16684MS,0.3333333333333333,0.0
All_Characters,97093B,7878YT,1.0,0.0
All_Characters,6357RY,453TA,0.8333333333333334,0.0
All_Characters,71322M,753MS,0.6666666666666666,0.0
All_Characters,5823SS,565LY,0.8333333333333334,0.0
All_Characters,57554,1T,1.0,0.0
All_Characters,45695AA,4KYY,0.8571428571428571,0.0
All_Characters,5675BH,111LB,0.8333333333333334,0.0
All_Characters,27369R,2776YY,0.5,0.0
All_Characters,57099S,1T,1.0,0.0
All_Characters,95477Y,775YY,0.8333333333333334,0.0
All_Characters,5258BS,825YS,0.5,0.0
All_Characters,85187M,7858YY,0.6666666666666666,0.0
All_Characters,86287BB,86287TS,0.2857142857142857,0.0
All_Characters,7513BS,753TD,0.5,0.0
All_Characters,69614H,2761HH,0.5,0.0
All_Characters,41319H,445YL,0.8333333333333334,0.0
All_Characters,89543D,874SY,0.6666666666666666,0.0
All_Characters,44828M,44828MM,0.16666666666666666,0.0
All_Characters,75274W,1574HY,0.6666666666666666,0.0
All_Characters,37905AA,7679A,0.7142857142857143,0.0
All_Characters,2502RW,2502KW,0.16666666666666666,0.0
All_Characters,49008M,47006MB,0.5,0.0
All_Characters,67674,156SS,0.8,0.0
All_Characters,87693AA,7569HA,0.5714285714285714,0.0
All_Characters,87796BB,87775Y,0.5714285714285714,0.0
All_Characters,12253M,20M,0.6666666666666666,0.0
All_Characters,83278S,8444BY,0.8333333333333334,0.0
All_Characters,93234D,8455SY,1.0,0.0
All_Characters,80478D,2807BY,0.6666666666666666,0.0
All_Characters,47309A,4755A,0.5,0.0
All_Characters,36304B,465Y,0.8333333333333334,0.0
All_Characters,82540BB,225BD,0.5714285714285714,0.0
All_Characters,87985M,8792YW,0.5,0.0
All_Characters,6207R,130TK,0.8,0.0
All_Characters,98631B,785ST,0.8333333333333334,0.0
All_Characters,91530D,8885B,1.0,0.0
All_Characters,86900M,8650Y,0.5,0.0
All_Characters,62007BB,520YS,0.7142857142857143,0.0
All_Characters,275RK,744WK,0.8,0.0
All_Characters,80610W,14YY,1.0,0.0
All_Characters,6586A,668B,0.6,0.0
All_Characters,17113R,144HY,0.8333333333333334,0.0
All_Characters,48783AA,155SS,1.0,0.0
All_Characters,58438AA,4558YA,0.7142857142857143,0.0
All_Characters,21277M,8753TS,1.0,0.0
All_Characters,87404,1562Y,1.0,0.0
All_Characters,79948R,7796YK,0.6666666666666666,0.0
All_Characters,62253W,674SK,0.8333333333333334,0.0
All_Characters,73671B,7657TR,0.6666666666666666,0.0
All_Characters,25616Y,1A,0.8333333333333334,0.0
All_Characters,48783AA,487SA,0.42857142857142855,0.0
All_Characters,58536A,5855AA,0.3333333333333333,0.0
All_Characters,55262S,1526Y,0.5,0.0
All_Characters,1629SS,1895TY,0.8333333333333334,0.0
All_Characters,43547M,144T,0.8333333333333334,0.0
All_Characters,73807BB,2582TS,0.8571428571428571,0.0
All_Characters,4396HR,659LY,0.8333333333333334,0.0
All_Characters,61786M,187DY,0.8333333333333334,0.0
All_Characters,67423BB,675AT,0.7142857142857143,0.0
All_Characters,58536A,58556AK,0.3333333333333333,0.0
All_Characters,96564M,7755WY,0.8333333333333334,0.0
All_Characters,81697AA,8167AA,0.14285714285714285,0.0
All_Characters,70327B,148YS,1.0,0.0
All_Characters,83656Y,1AYY,0.8333333333333334,0.0
All_Characters,80663D,1555YS,1.0,0.0
All_Characters,13225BB,2572BY,0.7142857142857143,0.0
All_Characters,75498BB,754YY,0.5714285714285714,0.0
All_Characters,42107A,1421BS,0.6666666666666666,0.0
All_Characters,43467W,1445Y,0.8333333333333334,0.0
All_Characters,30579H,1755YY,0.8333333333333334,0.0
All_Characters,14675Y,1AY,0.6666666666666666,0.0
All_Characters,38019B,8857YS,0.8333333333333334,0.0
All_Characters,61982H,117Y,0.8333333333333334,0.0
All_Characters,14319W,4435TS,0.6666666666666666,0.0
All_Characters,52624D,1664T,0.6666666666666666,0.0
All_Characters,27561D,256LL,0.5,0.0
All_Characters,45425M,555S,0.6666666666666666,0.0
All_Characters,24365M,12456LL,0.6666666666666666,0.0
All_Characters,56540A,565Y,0.5,0.0
All_Characters,9502SS,1952SS,0.3333333333333333,0.0
All_Characters,73744B,7574HS,0.5,0.0
All_Characters,53733BB,5773BB,0.2857142857142857,0.0
All_Characters,23629AA,2552YM,0.7142857142857143,0.0
All_Characters,64680Y,6650Y,0.3333333333333333,0.0
All_Characters,41849R,446YS,0.8333333333333334,0.0
All_Characters,36698R,5659Y,0.6666666666666666,0.0
All_Characters,83656Y,865DY,0.3333333333333333,0.0
All_Characters,78827D,78827SS,0.3333333333333333,0.0
All_Characters,76902W,7662WY,0.5,0.0
All_Characters,65749BB,2558YY,0.8571428571428571,0.0
All_Characters,91530D,3TS,0.8333333333333334,0.0
All_Characters,94669Y,7446TS,0.6666666666666666,0.0
All_Characters,89344D,8085TS,0.8333333333333334,0.0
All_Characters,9887RA,4WYY,1.0,0.0
All_Characters,60790W,1799TY,0.8333333333333334,0.0
All_Characters,17756B,1776B,0.16666666666666666,0.0
All_Characters,65217R,165T,0.8333333333333334,0.0
All_Characters,35662BB,5566TS,0.5714285714285714,0.0
All_Characters,99214S,772LS,0.6666666666666666,0.0
All_Characters,65749BB,6575YY,0.5714285714285714,0.0
All_Characters,90137W,755WT,1.0,0.0
All_Characters,10258W,855SY,0.8333333333333334,0.0
All_Characters,19975D,4W,1.0,0.0
All_Characters,39734H,145YY,1.0,0.0
All_Characters,66517W,6627TS,0.6666666666666666,0.0
All_Characters,37467BB,5746TD,0.5714285714285714,0.0
All_Characters,26606D,8560D,0.5,0.0
All_Characters,683T,1A,1.0,0.0
All_Characters,81006Y,2276YY,0.8333333333333334,0.0
All_Characters,43563BB,1T,1.0,0.0
All_Characters,18381B,865S,0.8333333333333334,0.0
All_Characters,9356DY,7356TS,0.5,0.0
All_Characters,41469BB,41557YY,0.7142857142857143,0.0
All_Characters,57632A,1A,0.8333333333333334,0.0
All_Characters,7552W,875YW,0.6,0.0
All_Characters,71945H,7174S,0.5,0.0
All_Characters,7556WW,756YK,0.5,0.0
All_Characters,34614AA,4464A,0.42857142857142855,0.0
All_Characters,93503S,555SY,0.8333333333333334,0.0
All_Characters,60827Y,8882YY,0.5,0.0
All_Characters,3246HH,1746A,0.6666666666666666,0.0
All_Characters,60825A,6232YA,0.5,0.0
All_Characters,8806AB,15SS,1.0,0.0
All_Characters,50214M,2099AY,0.8333333333333334,0.0
All_Characters,96564M,8265H,0.8333333333333334,0.0
All_Characters,4155BH,015BH,0.3333333333333333,0.0
All_Characters,47168H,4758H,0.3333333333333333,0.0
All_Characters,99551W,255LY,0.6666666666666666,0.0
All_Characters,7286HH,7755HH,0.5,0.0
All_Characters,81075D,447YY,0.8333333333333334,0.0
All_Characters,5483M,1TW,1.0,0.0
All_Characters,8566B,255S,0.8,0.0
All_Characters,3286DR,326ST,0.5,0.0
All_Characters,98420BB,2862DT,0.7142857142857143,0.0
All_Characters,95333AA,2633YY,0.7142857142857143,0.0
All_Characters,48921W,4075R,0.8333333333333334,0.0
All_Characters,6286RY,6556RY,0.3333333333333333,0.0
All_Characters,50055B,450T,0.8333333333333334,0.0
All_Characters,70613BB,766SY,0.7142857142857143,0.0
All_Characters,41595AA,4459YM,0.5714285714285714,0.0
All_Characters,38313B,2A,1.0,0.0
All_Characters,70651Y,7765LY,0.3333333333333333,0.0
All_Characters,428A,4188AY,0.75,0.0
All_Characters,4787AW,4TY,0.8333333333333334,0.0
All_Characters,1594DY,254BY,0.5,0.0
All_Characters,47761H,1773LY,0.6666666666666666,0.0
All_Characters,7448SS,7746LB,0.6666666666666666,0.0
All_Characters,61180BB,613BL,0.5714285714285714,0.0
All_Characters,1579AS,1HY,0.8333333333333334,0.0
All_Characters,17113R,171SY,0.5,0.0
All_Characters,6516BD,645YY,0.8333333333333334,0.0
All_Characters,4717AY,4722AY,0.3333333333333333,0.0
All_Characters,50055B,1Y,1.0,0.0
All_Characters,35909AA,5590YS,0.5714285714285714,0.0
All_Characters,83697W,689YY,0.8333333333333334,0.0
All_Characters,4289TB,2K,0.8333333333333334,0.0
All_Characters,81779M,227YA,0.8333333333333334,0.0
All_Characters,42184AA,44254YA,0.5714285714285714,0.0
All_Characters,9041HS,944YY,0.6666666666666666,0.0
All_Characters,8523BB,1557TY,0.8333333333333334,0.0
All_Characters,64375H,445LK,0.8333333333333334,0.0
All_Characters,1652HR,6LR,0.6666666666666666,0.0
All_Characters,59761S,5776LS,0.3333333333333333,0.0
All_Characters,40881B,4885LD,0.6666666666666666,0.0
All_Characters,60924D,243AY,1.0,0.0
All_Characters,59508H,3SY,1.0,0.0
All_Characters,85633S,183YS,0.6666666666666666,0.0
All_Characters,2599BK,224DY,0.8333333333333334,0.0
All_Characters,49712W,4477TW,0.5,0.0
All_Characters,36572H,857HY,0.6666666666666666,0.0
All_Characters,52541D,444T,0.8333333333333334,0.0
All_Characters,95541AA,7554AA,0.2857142857142857,0.0
All_Characters,46001B,4422LM,0.8333333333333334,0.0
All_Characters,23052BB,3557DB,0.5714285714285714,0.0
All_Characters,41238B,255SS,1.0,0.0
All_Characters,66307R,6687TS,0.6666666666666666,0.0
All_Characters,99805BB,770LS,0.8571428571428571,0.0
All_Characters,1693AS,268SS,0.6666666666666666,0.0
All_Characters,34737A,1YY,1.0,0.0
All_Characters,92173H,9217MH,0.16666666666666666,0.0
All_Characters,9545RS,754RK,0.5,0.0
All_Characters,72409M,7240Y,0.3333333333333333,0.0
All_Characters,67300D,7788TS,0.8333333333333334,0.0
All_Characters,2865R,888H,0.8,0.0
All_Characters,22532BB,2552LS,0.5714285714285714,0.0
All_Characters,56813H,494Y,1.0,0.0
All_Characters,12269BB,2226TB,0.42857142857142855,0.0
All_Characters,1723WW,3TY,0.8333333333333334,0.0
All_Characters,87499S,7744TY,0.6666666666666666,0.0
All_Characters,88154D,1558SY,1.0,0.0
All_Characters,17801,1Y,0.8,0.0
All_Characters,74780BB,7779LS,0.7142857142857143,0.0
All_Characters,6270LA,74H,0.8333333333333334,0.0
All_Characters,56773D,56577TS,0.5,0.0
All_Characters,81497A,8249Y,0.5,0.0
All_Characters,56813H,4W,1.0,0.0
All_Characters,8793TH,772A,0.8333333333333334,0.0
All_Characters,87877W,8587YW,0.3333333333333333,0.0
All_Characters,6104DY,610WY,0.3333333333333333,0.0
All_Characters,27743BB,777LY,0.7142857142857143,0.0
All_Characters,39497S,5947YK,0.6666666666666666,0.0
All_Characters,81075D,6875HS,0.8333333333333334,0.0
All_Characters,57604BB,814YY,0.8571428571428571,0.0
All_Characters,4717AY,4727AY,0.16666666666666666,0.0
All_Characters,76216R,743BR,0.6666666666666666,0.0
All_Characters,28906H,288WY,0.6666666666666666,0.0
All_Characters,37348H,3758BY,0.6666666666666666,0.0
All_Characters,88901H,8707L,0.6666666666666666,0.0
All_Characters,8020BD,802TT,0.5,0.0
All_Characters,74316H,4S,0.8333333333333334,0.0
All_Characters,41751S,6575LS,0.5,0.0
