Type,Label,Prediction,CER,Accuracy
All_Characters,9062BY,9032-5362,1.0,0.0
All_Characters,92212W,0922123,0.3333333333333333,0.0
All_Characters,42640A,(5264):,0.6666666666666666,0.0
All_Characters,16316A,(16316-234,0.8333333333333334,0.0
All_Characters,16909BB,16909BBLCE,0.42857142857142855,0.0
All_Characters,61987Y,159919,0.8333333333333334,0.0
All_Characters,26606D,26606&GLUE,0.8333333333333334,0.0
All_Characters,5769Y,5769,0.2,0.0
All_Characters,9285TB,9285+8,0.3333333333333333,0.0
All_Characters,33756R,33756&,0.16666666666666666,0.0
All_Characters,4580HH,4580ADJLACE,1.1666666666666667,0.0
All_Characters,2850AB,2850X3,0.3333333333333333,0.0
All_Characters,26979AA,269791BL,0.42857142857142855,0.0
All_Characters,85179D,185179,0.3333333333333333,0.0
All_Characters,8020BD,18020188164,1.1666666666666667,0.0
All_Characters,9664TA,(9664+8-,0.6666666666666666,0.0
All_Characters,81430BB,-814308-,0.42857142857142855,0.0
All_Characters,72809D,72800,0.3333333333333333,0.0
All_Characters,53422D,532228,0.3333333333333333,0.0
All_Characters,30579H,(30579&,0.3333333333333333,0.0
All_Characters,20373W,(20373@8,0.5,0.0
All_Characters,65287B,65287,0.16666666666666666,0.0
All_Characters,7890B,2890,0.4,0.0
All_Characters,1368B,TOTALSALES,2.0,0.0
All_Characters,91052D,(01052/81-01-01,1.8333333333333333,0.0
All_Characters,84964A,84966AGL-B,0.8333333333333334,0.0
All_Characters,56195H,56195,0.16666666666666666,0.0
All_Characters,42648B,42648&GLICE,1.0,0.0
All_Characters,63706M,63706@,0.16666666666666666,0.0
All_Characters,14247H,14247SOLD,0.6666666666666666,0.0
All_Characters,2502RW,[2502@2,0.5,0.0
All_Characters,62123B,62123,0.16666666666666666,0.0
All_Characters,99805BB,998058BONE,0.5714285714285714,0.0
All_Characters,75759S,75759%PLEL,0.8333333333333334,0.0
All_Characters,66862BB,6686285,0.2857142857142857,0.0
All_Characters,4525DR,4525BRICE,0.6666666666666666,0.0
All_Characters,60473W,160473&BL,0.6666666666666666,0.0
All_Characters,74135Y,74135$9,0.3333333333333333,0.0
All_Characters,2850AB,2850X,0.3333333333333333,0.0
All_Characters,75274W,75274SALE,0.6666666666666666,0.0
All_Characters,9328H,9328&ONE,0.8,0.0
All_Characters,81430BB,ONNO.00,1.0,0.0
All_Characters,2205T,POSTABLE,1.6,0.0
All_Characters,60591Y,60591@,0.16666666666666666,0.0
All_Characters,28152Y,(28152-$6),0.8333333333333334,0.0
All_Characters,43694D,436948-,0.3333333333333333,0.0
All_Characters,88079S,-88079-424-,1.0,0.0
All_Characters,77572D,775728,0.16666666666666666,0.0
All_Characters,63879H,63879,0.16666666666666666,0.0
All_Characters,50234R,50234&BLUE,0.8333333333333334,0.0
All_Characters,22616W,22616&BL,0.5,0.0
All_Characters,73092Y,73092,0.16666666666666666,0.0
All_Characters,64205M,64205@,0.16666666666666666,0.0
All_Characters,8239T,18239+,0.4,0.0
All_Characters,77830W,7788088,0.5,0.0
All_Characters,16059W,16059,0.16666666666666666,0.0
All_Characters,56393W,56393@,0.16666666666666666,0.0
All_Characters,5982BH,5982SHPEL,0.6666666666666666,0.0
All_Characters,63706M,63406&SUE,0.8333333333333334,0.0
All_Characters,97800B,97800&SALE,0.8333333333333334,0.0
All_Characters,791BD,79186-44,1.0,0.0
All_Characters,63842D,63842BCHE,0.6666666666666666,0.0
All_Characters,61456M,61456&LOR,0.6666666666666666,0.0
All_Characters,66025B,66025,0.16666666666666666,0.0
All_Characters,78068H,78068&SALE,0.8333333333333334,0.0
All_Characters,93980BB,03780&SPLE,1.0,0.0
All_Characters,4905BY,(515)5-2323,1.6666666666666667,0.0
All_Characters,56308AA,56318-X,0.42857142857142855,0.0
All_Characters,99533R,99533@,0.16666666666666666,0.0
All_Characters,21869M,21869G,0.16666666666666666,0.0
All_Characters,38897M,(38897@,0.3333333333333333,0.0
All_Characters,72145B,7224513181-,1.1666666666666667,0.0
All_Characters,8791AA,(8791)4863,1.0,0.0
All_Characters,28218H,28218&GLICE,1.0,0.0
All_Characters,28218H,28218&GL.2,0.8333333333333334,0.0
All_Characters,66050A,(66050AMOUNT,1.0,0.0
All_Characters,15152H,115152SUBJECT,1.3333333333333333,0.0
All_Characters,41947A,41947A,0.0,1.0
All_Characters,31824BB,31824BELGE,0.5714285714285714,0.0
All_Characters,98366BB,98386BBONE,0.5714285714285714,0.0
All_Characters,850HY,[850@S-LA),1.4,0.0
All_Characters,34917W,34917&OLDER,1.0,0.0
All_Characters,78879M,(78879@5-23,1.0,0.0
All_Characters,78047D,78047&SALE,0.8333333333333334,0.0
All_Characters,8815HH,8815FEMS,0.6666666666666666,0.0
All_Characters,76029H,(750295,0.5,0.0
All_Characters,65034BB,65034&GL,0.42857142857142855,0.0
All_Characters,81625R,81625&OLCE,0.8333333333333334,0.0
All_Characters,2523RW,2523@,0.3333333333333333,0.0
All_Characters,57265M,57265@,0.16666666666666666,0.0
All_Characters,65366B,65366&BLE,0.5,0.0
All_Characters,41563BB,4156388,0.2857142857142857,0.0
All_Characters,28906H,28906,0.16666666666666666,0.0
All_Characters,3286DR,3286SR,0.16666666666666666,0.0
All_Characters,86508AA,865081@LEX,0.7142857142857143,0.0
All_Characters,12819AA,(1281912,0.42857142857142855,0.0
All_Characters,28390B,28390&SALE,0.8333333333333334,0.0
All_Characters,97800B,97800&GL,0.5,0.0
All_Characters,12232W,12232SALE,0.6666666666666666,0.0
All_Characters,92173H,921735,0.16666666666666666,0.0
All_Characters,62149Y,62149&,0.16666666666666666,0.0
All_Characters,14910M,14910@,0.16666666666666666,0.0
All_Characters,43157D,431578,0.16666666666666666,0.0
All_Characters,6149H,6169,0.4,0.0
All_Characters,71713B,717138,0.16666666666666666,0.0
All_Characters,75009W,75009,0.16666666666666666,0.0
All_Characters,69209A,69209X,0.16666666666666666,0.0
All_Characters,56566A,(56566XSD.2,1.0,0.0
All_Characters,49756BB,49756-53,0.42857142857142855,0.0
All_Characters,7810RW,7810@,0.3333333333333333,0.0
All_Characters,50079BB,50079&GST,0.5714285714285714,0.0
All_Characters,47490,47490&GLUE,1.0,0.0
All_Characters,39035A,390354,0.16666666666666666,0.0
All_Characters,2599BK,2599&7OLD,0.8333333333333334,0.0
All_Characters,12960D,12960&,0.16666666666666666,0.0
All_Characters,8815HH,(8815-6),0.6666666666666666,0.0
All_Characters,27570W,2/5/01AMOUNT,1.5,0.0
All_Characters,7734YB,77367&UL,0.8333333333333334,0.0
All_Characters,13644B,136/4-5,0.5,0.0
All_Characters,65366B,65366BELE,0.5,0.0
All_Characters,59468Y,59468,0.16666666666666666,0.0
All_Characters,74257R,74257&,0.16666666666666666,0.0
All_Characters,21737R,21737&PL,0.5,0.0
All_Characters,44861R,44861@,0.16666666666666666,0.0
All_Characters,20239A,20239,0.16666666666666666,0.0
All_Characters,62353AA,623531PK,0.42857142857142855,0.0
All_Characters,20563D,205638,0.16666666666666666,0.0
All_Characters,62367M,62367GLUE,0.6666666666666666,0.0
All_Characters,6684AS,(66841X6/602),1.5,0.0
All_Characters,40368B,(40368-SLEAS),1.3333333333333333,0.0
All_Characters,40368B,(40368-SLEAS),1.3333333333333333,0.0
All_Characters,76024BB,760245,0.2857142857142857,0.0
All_Characters,2037YB,(2037-TEL,0.8333333333333334,0.0
All_Characters,12692S,12692,0.16666666666666666,0.0
All_Characters,61982H,6982&25%,0.8333333333333334,0.0
All_Characters,29728S,29728%GL,0.5,0.0
All_Characters,57632A,576321GL,0.5,0.0
All_Characters,6163BH,61635MPL,0.6666666666666666,0.0
All_Characters,51854M,51854GBLE,0.6666666666666666,0.0
All_Characters,5246TH,5246FRIOLE,1.0,0.0
All_Characters,80761W,80761@,0.16666666666666666,0.0
All_Characters,311T,DISPLAYFACEUPONRECEIPTFORANOFFER,7.75,0.0
All_Characters,35807AA,35807|,0.2857142857142857,0.0
All_Characters,93648BB,93648BBL,0.14285714285714285,0.0
All_Characters,60790W,(60790@,0.3333333333333333,0.0
All_Characters,60825A,(60825ALEX,0.6666666666666666,0.0
All_Characters,54633BB,54633884,0.42857142857142855,0.0
All_Characters,57465AA,5746515,0.2857142857142857,0.0
All_Characters,88198S,88198&SHE,0.5,0.0
All_Characters,3878BW,38783/447,0.8333333333333334,0.0
All_Characters,67423BB,67423BHD,0.2857142857142857,0.0
All_Characters,22248R,22248@,0.16666666666666666,0.0
All_Characters,99551W,199581-OLDER,1.3333333333333333,0.0
All_Characters,98937M,98937GBLE,0.6666666666666666,0.0
All_Characters,3286DR,3286&SDS,0.5,0.0
All_Characters,6722DY,[67223.9-02,1.1666666666666667,0.0
All_Characters,1359A,1359X,0.2,0.0
All_Characters,52717AA,B2/17:23,0.7142857142857143,0.0
All_Characters,64778BB,(64778-53-,0.7142857142857143,0.0
All_Characters,53213BB,53213,0.2857142857142857,0.0
All_Characters,9919AW,(991928-3333,1.3333333333333333,0.0
All_Characters,32827W,32827&ONE,0.6666666666666666,0.0
All_Characters,40297W,(40297@,0.3333333333333333,0.0
All_Characters,46312H,46312&GLK),0.8333333333333334,0.0
All_Characters,48921W,48921@BLUE,0.8333333333333334,0.0
All_Characters,11478Y,11478,0.16666666666666666,0.0
All_Characters,13097R,13097,0.16666666666666666,0.0
All_Characters,90964B,90964BEL,0.3333333333333333,0.0
All_Characters,88860M,88860@,0.16666666666666666,0.0
All_Characters,63079M,63079&,0.16666666666666666,0.0
All_Characters,40368B,(40368/5-03,1.0,0.0
All_Characters,39357D,393578,0.16666666666666666,0.0
All_Characters,95587M,95587GSTS,0.6666666666666666,0.0
All_Characters,55366H,5536659122,0.8333333333333334,0.0
All_Characters,5823SS,5873&GLUE,1.0,0.0
All_Characters,74902A,749021,0.16666666666666666,0.0
All_Characters,59508H,59508-,0.16666666666666666,0.0
All_Characters,48940A,35894001PL,1.0,0.0
All_Characters,32220BB,32220BLON,0.42857142857142855,0.0
All_Characters,53444BB,53444BOLE,0.42857142857142855,0.0
All_Characters,60790W,(60790@,0.3333333333333333,0.0
All_Characters,27709Y,"(27709,S)",0.6666666666666666,0.0
All_Characters,3420RS,(3420%S,0.3333333333333333,0.0
All_Characters,8872BR,88728,0.3333333333333333,0.0
All_Characters,1652HR,1652REGE,0.6666666666666666,0.0
All_Characters,97458S,1974583,0.3333333333333333,0.0
All_Characters,57923B,57923&,0.16666666666666666,0.0
All_Characters,1359A,6602.3-,1.4,0.0
All_Characters,17953B,17953&,0.16666666666666666,0.0
All_Characters,19345R,19345&SALE,0.8333333333333334,0.0
All_Characters,99214S,09/216-PLICE,1.5,0.0
All_Characters,20345M,20345&8143,0.8333333333333334,0.0
All_Characters,18377D,18371SDD,0.5,0.0
All_Characters,18488S,[18488&GLK],1.0,0.0
All_Characters,91118BB,(911183&L.C.),1.1428571428571428,0.0
All_Characters,9314MY,(9314-BEL),1.0,0.0
All_Characters,4782HY,(4782)4$8.25,1.3333333333333333,0.0
All_Characters,62784S,62784ZZ,0.3333333333333333,0.0
All_Characters,29060,7960,0.4,0.0
All_Characters,89703R,89703@,0.16666666666666666,0.0
All_Characters,60423R,(60/28,0.6666666666666666,0.0
All_Characters,7022TH,7022FELABLE,1.1666666666666667,0.0
All_Characters,26452D,126452@JPICE,1.1666666666666667,0.0
All_Characters,40630W,40630WPL,0.3333333333333333,0.0
All_Characters,5973Y,5973&SALE,1.0,0.0
All_Characters,38340B,(38340&BBQ),0.8333333333333334,0.0
All_Characters,23011BB,23011&GLUE,0.7142857142857143,0.0
All_Characters,81124BB,811248,0.2857142857142857,0.0
All_Characters,82570BB,8257065,0.2857142857142857,0.0
All_Characters,47027M,47027&SALE,0.8333333333333334,0.0
All_Characters,8325MM,(8325C.G.),1.0,0.0
All_Characters,60568A,605681,0.16666666666666666,0.0
All_Characters,78742S,78742S,0.0,1.0
All_Characters,23052BB,2305288,0.2857142857142857,0.0
All_Characters,66431AA,66431,0.2857142857142857,0.0
All_Characters,1737BH,1737SALOR,0.8333333333333334,0.0
All_Characters,82628D,82628&,0.16666666666666666,0.0
All_Characters,9412AB,943226,0.5,0.0
All_Characters,81227D,(81227|81-01,1.1666666666666667,0.0
All_Characters,70580A,70580JALAN,0.6666666666666666,0.0
All_Characters,275RK,(275W@LA),1.2,0.0
All_Characters,7958MM,[7958@@,0.5,0.0
All_Characters,38058AA,38058ALELEL,0.7142857142857143,0.0
All_Characters,73744B,73744,0.16666666666666666,0.0
All_Characters,37905AA,379051ALCE,0.5714285714285714,0.0
All_Characters,18377D,18377BABLE,0.8333333333333334,0.0
All_Characters,22128BB,2212855,0.2857142857142857,0.0
All_Characters,97093B,197093&SALE,1.0,0.0
All_Characters,958YY,958WOL,0.6,0.0
All_Characters,51167W,"(5167,518)",1.1666666666666667,0.0
All_Characters,47168H,07168&BLUE,1.0,0.0
All_Characters,98631B,98631&GLOE,0.8333333333333334,0.0
All_Characters,42107A,7210710L,0.6666666666666666,0.0
All_Characters,7356S,7356,0.2,0.0
All_Characters,36304B,GOODINGRECEIPT,2.3333333333333335,0.0
All_Characters,8371B,DISPLAYFACEUPONRECEIPTFORANOFFER,6.4,0.0
All_Characters,89703R,897032,0.16666666666666666,0.0
All_Characters,59002BB,59002&3,0.2857142857142857,0.0
All_Characters,19986D,19986&,0.16666666666666666,0.0
All_Characters,26452D,(264528,0.3333333333333333,0.0
All_Characters,7022TH,7022FALL&,0.8333333333333334,0.0
All_Characters,85392R,(85392@ONE),1.0,0.0
All_Characters,49761W,(49761@,0.3333333333333333,0.0
All_Characters,88901H,889015,0.16666666666666666,0.0
All_Characters,70327B,(70327@,0.3333333333333333,0.0
All_Characters,80663D,(80663@,0.3333333333333333,0.0
All_Characters,4396HR,4396,0.3333333333333333,0.0
All_Characters,7006M,7006GLUE,0.8,0.0
All_Characters,51731B,51731@SALE,0.8333333333333334,0.0
All_Characters,44301B,44301-6L-2,0.8333333333333334,0.0
All_Characters,1918HY,1918B3-33,0.8333333333333334,0.0
All_Characters,84237B,84237@,0.16666666666666666,0.0
All_Characters,18727BB,1872788,0.2857142857142857,0.0
All_Characters,25991H,(25991SALE,0.8333333333333334,0.0
All_Characters,3786KB,378628,0.3333333333333333,0.0
All_Characters,58202M,58202@,0.16666666666666666,0.0
All_Characters,14319W,15319-,0.3333333333333333,0.0
All_Characters,38058AA,38058&GLUE,0.7142857142857143,0.0
All_Characters,99479AA,99479119,0.42857142857142855,0.0
All_Characters,28786BB,2878688,0.2857142857142857,0.0
All_Characters,3326AA,3326AL,0.16666666666666666,0.0
All_Characters,42866W,42866&OCE,0.6666666666666666,0.0
All_Characters,7521T,762+,0.6,0.0
All_Characters,11678R,11678,0.16666666666666666,0.0
All_Characters,9209BR,9209&GL,0.5,0.0
All_Characters,57990AA,(57930AX,0.42857142857142855,0.0
All_Characters,9410RM,9410&JUNE,0.8333333333333334,0.0
All_Characters,76739M,76739&DLE,0.6666666666666666,0.0
All_Characters,76280Y,762803824,0.6666666666666666,0.0
All_Characters,75012M,75012,0.16666666666666666,0.0
All_Characters,98655S,98655&,0.16666666666666666,0.0
All_Characters,468W,2688&BLUE,1.75,0.0
All_Characters,18016D,TRUEGOOD,1.1666666666666667,0.0
All_Characters,8806AB,880636,0.3333333333333333,0.0
All_Characters,8673YY,8673,0.3333333333333333,0.0
All_Characters,62283BB,62283-,0.2857142857142857,0.0
All_Characters,1226BS,(1226-532),1.0,0.0
All_Characters,78173Y,78173&GLUE,0.8333333333333334,0.0
All_Characters,2129DR,2129SOLDLOC,1.0,0.0
All_Characters,8439WW,84399W&CLEAR,1.1666666666666667,0.0
All_Characters,60235AA,602351A-4,0.42857142857142855,0.0
All_Characters,78827D,788278PL-B,0.8333333333333334,0.0
All_Characters,98409AA,984091,0.2857142857142857,0.0
All_Characters,4909AW,4909&GLUE,0.8333333333333334,0.0
All_Characters,37383W,-37383&BLK,0.8333333333333334,0.0
All_Characters,87969B,87969@GLUE,0.8333333333333334,0.0
All_Characters,48461W,48461,0.16666666666666666,0.0
